sequence,kind,id,name,slug,description,category,tags,sources,event,inventory_status,collectible,order_key,order_value,trade_sell_value,trade_buy_value,trade_buy_quantity,life_coins,shop_level,mosslax,storage_capacity,habitat_item_category_ids,favorite_category_ids,image_url,variant_image_urls,source_page,source,filename,relative_path,downloaded_url,content_type,bytes,sha256,status,error
0691,placeable_item,1913,Handrail,handrail,"An elegant, antique handrail. Try attaching it to the walls of your buildings.",Buildings,[],[],,in-collection,,buildings_order,69,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/handrail.png,[],https://pokopiadex.com/items/handrail,pokopiadex_items_in_collection,0691-handrail.png,assets/pokopia_image_sources/item_portraits/0691-handrail.png,https://pokopiadex.com/images/items/crafting_ui/handrail.png,image/png,147025,f95b00302afe91e0c040c4be5cb504ecd3b01adde27de971d04b8d40fa71eda4,ok,
0692,placeable_item,1127,Harbor pole,harbor-pole,"Poles connected by chains, often seen in harbors. They look really nice arranged in a row.",Buildings,[],[],,in-collection,,buildings_order,70,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/harbor-pole.png,[],https://pokopiadex.com/items/harbor-pole,pokopiadex_items_in_collection,0692-harbor-pole.png,assets/pokopia_image_sources/item_portraits/0692-harbor-pole.png,https://pokopiadex.com/images/items/crafting_ui/harbor-pole.png,image/png,154968,e09817a4d24b98ce4653398268a13f71cde47ea72d0236887b845dbbc21cb53d,ok,
0693,placeable_item,572,Arched barrier,arched-barrier,"These always look nice, whether you use them to make an enclosure or an eye-catching entryway.",Buildings,[],[],,in-collection,,buildings_order,71,,,,10,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/arched-barrier.png,[],https://pokopiadex.com/items/arched-barrier,pokopiadex_items_in_collection,0693-arched-barrier.png,assets/pokopia_image_sources/item_portraits/0693-arched-barrier.png,https://pokopiadex.com/images/items/crafting_ui/arched-barrier.png,image/png,120963,1b2b45281c48bfc3046c44d960883879457dc1fccdcc45df7e83d6542ebff8f0,ok,
0694,placeable_item,2020,Arched barrier (leaf pattern),arched-barrier-leaf-pattern,,Buildings,[],[],,in-collection,,buildings_order,72,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/arched-barrier-leaf-pattern.png,[],https://pokopiadex.com/items/arched-barrier-leaf-pattern,pokopiadex_items_in_collection,0694-arched-barrier-leaf-pattern.png,assets/pokopia_image_sources/item_portraits/0694-arched-barrier-leaf-pattern.png,https://pokopiadex.com/images/items/item_ui/arched-barrier-leaf-pattern.png,image/png,32121,da260fa1d411786b9e9219c699bfe71ff92e91daa4214b8b0dc9d01c88d02683,ok,
0695,placeable_item,1059,Wooden siding (panel),wooden-siding-panel,"Attach these to rocks, dirt, or walls. You can also arrange these in a perimeter to form an enclosure!",Buildings,[],[],,in-collection,,buildings_order,73,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/wooden-siding-panel.png,[],https://pokopiadex.com/items/wooden-siding-panel,pokopiadex_items_in_collection,0695-wooden-siding-panel.png,assets/pokopia_image_sources/item_portraits/0695-wooden-siding-panel.png,https://pokopiadex.com/images/items/crafting_ui/wooden-siding-panel.png,image/png,98660,ac9532b6ca2d895683bf88aa037405f9678bb89a50aa9e24f21df9bd6cd8c75c,ok,
0696,placeable_item,1060,Wooden siding (corner),wooden-siding-corner,"Attach these to rocks, dirt, or walls. If you put them in a corner, you can make a nice, tidy enclosure.",Buildings,[],[],,in-collection,,buildings_order,74,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/wooden-siding-corner.png,[],https://pokopiadex.com/items/wooden-siding-corner,pokopiadex_items_in_collection,0696-wooden-siding-corner.png,assets/pokopia_image_sources/item_portraits/0696-wooden-siding-corner.png,https://pokopiadex.com/images/items/crafting_ui/wooden-siding-corner.png,image/png,97005,b3053e39e1c4aec9ce89d57e9139beced8df914093687c74d3be684360f6a71c,ok,
0697,placeable_item,1174,Wooden posts,wooden-posts,"Arrange these horizontally to make a partition with tiny gaps, or stack them vertically to make a divider!",Buildings,[],[],,in-collection,,buildings_order,75,,,,50,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/wooden-posts.png,[],https://pokopiadex.com/items/wooden-posts,pokopiadex_items_in_collection,0697-wooden-posts.png,assets/pokopia_image_sources/item_portraits/0697-wooden-posts.png,https://pokopiadex.com/images/items/crafting_ui/wooden-posts.png,image/png,94162,94f6b3f42b7e491ab306a6cbcc6884b697aed793b930d432df99ab189e62a0b6,ok,
0698,placeable_item,670,Wooden partition,wooden-partition,A tall partition screen. Looks great whether you install just one or a whole row of them.,Buildings,[],"[""Trade at PC""]",,in-collection,,buildings_order,76,,100,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/wooden-partition.png,[],https://pokopiadex.com/items/wooden-partition,pokopiadex_items_in_collection,0698-wooden-partition.png,assets/pokopia_image_sources/item_portraits/0698-wooden-partition.png,https://pokopiadex.com/images/items/crafting_ui/wooden-partition.png,image/png,150773,f65672b93f077e0031848664a75c269a135cb1b26bc7294a3f729b401ca222ca,ok,
0699,placeable_item,1914,Grate fencing,grate-fencing,Grates that link together when stacked on top of each other. Perfect for making a nice-looking fence.,Buildings,[],[],,in-collection,,buildings_order,77,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/grate-fencing.png,[],https://pokopiadex.com/items/grate-fencing,pokopiadex_items_in_collection,0699-grate-fencing.png,assets/pokopia_image_sources/item_portraits/0699-grate-fencing.png,https://pokopiadex.com/images/items/item_ui/grate-fencing.png,image/png,28429,bc1cd5d54215c6c41738ac97086d488a20fcda08d364febe2c4c647b008e96bb,ok,
0700,placeable_item,391,Wooden path,wooden-path,Even simple planks can make a stylish footpath if you line them up.,Buildings,"[""Road""]",[],,in-collection,,buildings_order,78,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/wooden-path.png,[],https://pokopiadex.com/items/wooden-path,pokopiadex_items_in_collection,0700-wooden-path.png,assets/pokopia_image_sources/item_portraits/0700-wooden-path.png,https://pokopiadex.com/images/items/crafting_ui/wooden-path.png,image/png,151271,6f0451b71c55c19e5a0ea7ba51dd2929cd8d32e7135c8ea45ab4ace45760981a,ok,
0701,placeable_item,717,Stepping stones,stepping-stones,Even simple rocks quickly transform into an elegantly stylish path when carefully arranged on the ground.,Buildings,"[""Road""]",[],,in-collection,,buildings_order,79,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/stepping-stones.png,[],https://pokopiadex.com/items/stepping-stones,pokopiadex_items_in_collection,0701-stepping-stones.png,assets/pokopia_image_sources/item_portraits/0701-stepping-stones.png,https://pokopiadex.com/images/items/crafting_ui/stepping-stones.png,image/png,111978,3d0c6792063b76189066020f9b1f9abb9e345ea343d4aef04e5f01acc3f81c75,ok,
0702,placeable_item,689,Walkway,walkway,Place these in water or over uneven terrain to create a walkable path.,Buildings,"[""Road""]",[],,in-collection,,buildings_order,80,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/walkway.png,[],https://pokopiadex.com/items/walkway,pokopiadex_items_in_collection,0702-walkway.png,assets/pokopia_image_sources/item_portraits/0702-walkway.png,https://pokopiadex.com/images/items/crafting_ui/walkway.png,image/png,104558,720e1454b354061d974b91c5ed895053a9c267c5ad676bcd9ff72905ac24176c,ok,
0703,placeable_item,573,Bridge planks,bridge-planks,Planks atop a support column. You can link them shore-to-shore to make a usable bridge!,Buildings,"[""Road""]",[],,in-collection,,buildings_order,81,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/bridge-planks.png,[],https://pokopiadex.com/items/bridge-planks,pokopiadex_items_in_collection,0703-bridge-planks.png,assets/pokopia_image_sources/item_portraits/0703-bridge-planks.png,https://pokopiadex.com/images/items/crafting_ui/bridge-planks.png,image/png,123251,a280b1e50872fbce21eef972c213a0dea64b0be75220d6bff583996211a517fc,ok,
0704,placeable_item,1126,Grate flooring,grate-flooring,Metal grating used for gutters and such. You can watch the water flowing underneath them.,Buildings,"[""Road""]",[],,in-collection,,buildings_order,82,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/grate-flooring.png,[],https://pokopiadex.com/items/grate-flooring,pokopiadex_items_in_collection,0704-grate-flooring.png,assets/pokopia_image_sources/item_portraits/0704-grate-flooring.png,https://pokopiadex.com/images/items/crafting_ui/grate-flooring.png,image/png,161787,d4d676e3fe1356ccb862e10698433cbc40ee3fe6b927c102ee0edc280c1a9930,ok,
0705,placeable_item,1915,Concrete slab,concrete-slab,A cover meant to be installed over small grooves. Try fitting one on top of a hole in the ground.,Buildings,"[""Road""]",[],,in-collection,,buildings_order,83,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/concrete-slab.png,[],https://pokopiadex.com/items/concrete-slab,pokopiadex_items_in_collection,0705-concrete-slab.png,assets/pokopia_image_sources/item_portraits/0705-concrete-slab.png,https://pokopiadex.com/images/items/item_ui/concrete-slab.png,image/png,20268,347593c0a142e9f8fecc3cd305cd65533983f67d51366b4fc593f22ba20b2b9d,ok,
0706,placeable_item,1916,Iron-scaffold plank,iron-scaffold-plank,A plank that rests atop an iron scaffold. Try using it to extend the length of your scaffolding!,Buildings,"[""Road""]",[],,in-collection,,buildings_order,84,,,,,,,,[],[2202],https://pokopiadex.com/images/items/item_ui/iron-scaffold-plank.png,[],https://pokopiadex.com/items/iron-scaffold-plank,pokopiadex_items_in_collection,0706-iron-scaffold-plank.png,assets/pokopia_image_sources/item_portraits/0706-iron-scaffold-plank.png,https://pokopiadex.com/images/items/item_ui/iron-scaffold-plank.png,image/png,15239,1d96679ce365d918dc8cc4018c0ffb6364d549eeb856bab021351a305b018508,ok,
0707,placeable_item,1419,Iron scaffold,iron-scaffold,A sturdy scaffold used for constructing buildings. The plank's bumpy surface provides great traction.,Buildings,"[""Road""]",[],,in-collection,,buildings_order,85,,,,,,,,[],[2202],https://pokopiadex.com/images/items/item_ui/iron-scaffold.png,[],https://pokopiadex.com/items/iron-scaffold,pokopiadex_items_in_collection,0707-iron-scaffold.png,assets/pokopia_image_sources/item_portraits/0707-iron-scaffold.png,https://pokopiadex.com/images/items/item_ui/iron-scaffold.png,image/png,23267,65d1886cb2f5d567f572a6490b811c3ba8c8fbb2c80d09fdcf0424c2cb86391a,ok,
0708,placeable_item,1917,Arch bridge,arch-bridge,"One on its own makes a simple protrusion, but two of them together form a beautiful arch.",Buildings,[],[],,in-collection,,buildings_order,86,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/arch-bridge.png,[],https://pokopiadex.com/items/arch-bridge,pokopiadex_items_in_collection,0708-arch-bridge.png,assets/pokopia_image_sources/item_portraits/0708-arch-bridge.png,https://pokopiadex.com/images/items/item_ui/arch-bridge.png,image/png,23031,37870425d51837ce3f54cd10ae722993313dea95e9c105d213f9e12d0eff01c2,ok,
0709,placeable_item,1918,Wooden border (line),wooden-border-line,"Use these to create a stylish border for grass, flowers, roads-or even beaches!",Buildings,[],[],,in-collection,,buildings_order,87,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/wooden-border-line.png,[],https://pokopiadex.com/items/wooden-border-line,pokopiadex_items_in_collection,0709-wooden-border-line.png,assets/pokopia_image_sources/item_portraits/0709-wooden-border-line.png,https://pokopiadex.com/images/items/crafting_ui/wooden-border-line.png,image/png,54272,d586ad36724a8e0a9c73062b9f485c7d9cae2289a0fe88283b7db9cba9852446,ok,
0710,placeable_item,1919,Wooden border (single),wooden-border-single,"Use these to create a stylish border for grass, flowers, roads-or even beaches!",Buildings,[],[],,in-collection,,buildings_order,88,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/wooden-border-single.png,[],https://pokopiadex.com/items/wooden-border-single,pokopiadex_items_in_collection,0710-wooden-border-single.png,assets/pokopia_image_sources/item_portraits/0710-wooden-border-single.png,https://pokopiadex.com/images/items/crafting_ui/wooden-border-single.png,image/png,40531,76e9ef8b336fc90997562ab9cb79438bbba3fc4eb0b54b5bec8480678f09bd6f,ok,
0711,placeable_item,1920,Wooden border (corner),wooden-border-corner,"Use these to create a stylish border for grass, flowers, roads-or even beaches!",Buildings,[],[],,in-collection,,buildings_order,89,,,,,,,,[],[],https://pokopiadex.com/images/items/crafting_ui/wooden-border-corner.png,[],https://pokopiadex.com/items/wooden-border-corner,pokopiadex_items_in_collection,0711-wooden-border-corner.png,assets/pokopia_image_sources/item_portraits/0711-wooden-border-corner.png,https://pokopiadex.com/images/items/crafting_ui/wooden-border-corner.png,image/png,74973,505ee4f21d286802a004ae5ab383f8c885342af7cbb2828b60d3c2f0f5468e7f,ok,
0712,placeable_item,1921,Concrete border (line),concrete-border-line,"Use these to create a stylish border for grass, flowers, roads-or even rock gardens!",Buildings,[],[],,in-collection,,buildings_order,90,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/concrete-border-line.png,[],https://pokopiadex.com/items/concrete-border-line,pokopiadex_items_in_collection,0712-concrete-border-line.png,assets/pokopia_image_sources/item_portraits/0712-concrete-border-line.png,https://pokopiadex.com/images/items/item_ui/concrete-border-line.png,image/png,13520,7d5b592c22c216b3d416dbc6aed8068b9b6f1c56dcaf15b748464a2a20c1477e,ok,
0713,placeable_item,1922,Concrete border (single),concrete-border-single,"Use these to create a stylish border for grass, flowers, roads-or even rock gardens!",Buildings,[],[],,in-collection,,buildings_order,91,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/concrete-border-single.png,[],https://pokopiadex.com/items/concrete-border-single,pokopiadex_items_in_collection,0713-concrete-border-single.png,assets/pokopia_image_sources/item_portraits/0713-concrete-border-single.png,https://pokopiadex.com/images/items/item_ui/concrete-border-single.png,image/png,10640,9a04f1171a6ff88ce5b578bebaecca29beb21b494d6671c4d9881b02ef27c461,ok,
0714,placeable_item,1923,Concrete border (corner),concrete-border-corner,"Use these to create a stylish border for grass, flowers, roads-or even rock gardens!",Buildings,[],[],,in-collection,,buildings_order,92,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/concrete-border-corner.png,[],https://pokopiadex.com/items/concrete-border-corner,pokopiadex_items_in_collection,0714-concrete-border-corner.png,assets/pokopia_image_sources/item_portraits/0714-concrete-border-corner.png,https://pokopiadex.com/images/items/item_ui/concrete-border-corner.png,image/png,18318,fb39e305430ad911377b08ee1ab5c7d26e8a71dd7dd49784f20e6cf6b42efe31,ok,
0715,placeable_item,75,Brick border (line),brick-border-line,"Use these to create a stylish border for grass, flowers, crop fields—maybe even a small pond!",Buildings,[],"[""Red Pokeball near Pokemon Center in Withered Wasteland""]",,in-collection,,buildings_order,93,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/brick-border-line.png,[],https://pokopiadex.com/items/brick-border-line,pokopiadex_items_in_collection,0715-brick-border-line.png,assets/pokopia_image_sources/item_portraits/0715-brick-border-line.png,https://pokopiadex.com/images/items/item_ui/brick-border-line.png,image/png,17670,cfda3654669c3c0a4509525dc8ec0621f76d6d5c53991fd5a1efd3c188325919,ok,
0716,placeable_item,1924,Brick border (single),brick-border-single,"Use these to create a stylish border for grass, flowers, crop fields-maybe even a small pond!",Buildings,[],[],,in-collection,,buildings_order,94,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/brick-border-single.png,[],https://pokopiadex.com/items/brick-border-single,pokopiadex_items_in_collection,0716-brick-border-single.png,assets/pokopia_image_sources/item_portraits/0716-brick-border-single.png,https://pokopiadex.com/images/items/item_ui/brick-border-single.png,image/png,11719,162ef740670355e81d21c633e024f1b0e3faf151f930b9e319670b60f6318d28,ok,
0717,placeable_item,1925,Brick border (corner),brick-border-corner,"Use these to create a stylish border for grass, flowers, crop fields-maybe even a small pond!",Buildings,[],[],,in-collection,,buildings_order,95,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/brick-border-corner.png,[],https://pokopiadex.com/items/brick-border-corner,pokopiadex_items_in_collection,0717-brick-border-corner.png,assets/pokopia_image_sources/item_portraits/0717-brick-border-corner.png,https://pokopiadex.com/images/items/item_ui/brick-border-corner.png,image/png,22884,93d3d6b8dd218a53c81967fd992d4207855cd7ad55add1d0fdb5f45649f946e4,ok,
0718,placeable_item,1926,Sideways log,sideways-log,"A big, sturdy log. Line some up and you'll have a bridge.",Buildings,[],[],,in-collection,,buildings_order,96,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/sideways-log.png,[],https://pokopiadex.com/items/sideways-log,pokopiadex_items_in_collection,0718-sideways-log.png,assets/pokopia_image_sources/item_portraits/0718-sideways-log.png,https://pokopiadex.com/images/items/item_ui/sideways-log.png,image/png,21685,71a2ce17e783df1af2d5bf457fa0ebe88bcb1392bd41a9f7b5e758cbf464d236,ok,
